"","date","amount","inc","exp","concepto"
"75",2014-02-11,3.96474894311068,0,1,"Aqui va un concepto"
"76",2014-02-11,123.470701463535,0,1,"Aqui va un concepto"
"77",2014-02-11,89.420684491816,0,1,"Aqui va un concepto"
"78",2014-02-12,59.6817984659078,0,1,"Aqui va un concepto"
"79",2014-02-12,105.332128215282,0,1,"Aqui va un concepto"
"80",2014-02-13,83.2128004161032,0,1,"Aqui va un concepto"
"81",2014-02-13,165.13513750129,0,1,"Aqui va un concepto"
"82",2014-02-13,60.5513613095418,0,1,"Aqui va un concepto"
"83",2014-02-14,125.269116471936,0,1,"Aqui va un concepto"
"84",2014-02-14,75.4931633161243,0,1,"Aqui va un concepto"
"85",2014-02-15,129.386345131736,0,1,"Aqui va un concepto"
"86",2014-02-15,69.9778827751395,0,1,"Aqui va un concepto"
"87",2014-02-16,87.5736251007661,0,1,"Aqui va un concepto"
"88",2014-02-16,258.916295866587,0,1,"Aqui va un concepto"
"89",2014-02-18,153.82299678071,0,1,"Aqui va un concepto"
"90",2014-02-18,129.447369824862,0,1,"Aqui va un concepto"
"91",2014-02-19,118.311599448198,0,1,"Aqui va un concepto"
"92",2014-02-19,157.397273602901,0,1,"Aqui va un concepto"
"93",2014-02-20,39.005651053842,0,1,"Aqui va un concepto"
"94",2014-02-21,26.8062860898097,0,1,"Aqui va un concepto"
"95",2014-02-23,99.0735246695239,0,1,"Aqui va un concepto"
"96",2014-02-23,59.3449955279832,0,1,"Aqui va un concepto"
"97",2014-02-23,122.515768449569,0,1,"Aqui va un concepto"
"98",2014-02-24,176.769578035918,1,0,"Aqui va un concepto"
"99",2014-02-24,88.4571924704803,0,1,"Aqui va un concepto"
"100",2014-02-24,39.8068773420477,0,1,"Aqui va un concepto"
"101",2014-02-24,147.601079564535,1,0,"Aqui va un concepto"
"102",2014-02-25,114.05138143992,0,1,"Aqui va un concepto"
"103",2014-02-25,105.400898318649,0,1,"Aqui va un concepto"
"104",2014-02-26,44.234985273836,0,1,"Aqui va un concepto"
"105",2014-02-27,103.734889515993,1,0,"Aqui va un concepto"
"106",2014-02-27,75.3359397282637,0,1,"Aqui va un concepto"
"107",2014-02-28,87.7447706122308,0,1,"Aqui va un concepto"
"108",2014-03-01,109.57943357722,0,1,"Aqui va un concepto"
"109",2014-03-01,55.8874126934874,0,1,"Aqui va un concepto"
"110",2014-03-02,38.8240711437865,0,1,"Aqui va un concepto"
"111",2014-03-04,16.3158217856763,0,1,"Aqui va un concepto"
"112",2014-03-05,29.439957887005,0,1,"Aqui va un concepto"
"113",2014-03-07,191.528520381766,0,1,"Aqui va un concepto"
"114",2014-03-08,40.6476530333709,0,1,"Aqui va un concepto"
"115",2014-03-10,228.447769236683,0,1,"Aqui va un concepto"
"116",2014-03-10,63.0277076328061,0,1,"Aqui va un concepto"
"117",2014-03-11,94.1356566807023,0,1,"Aqui va un concepto"
"118",2014-03-13,63.1931434055279,0,1,"Aqui va un concepto"
"119",2014-03-14,192.138883949995,0,1,"Aqui va un concepto"
"120",2014-03-14,131.901085847913,0,1,"Aqui va un concepto"
"121",2014-03-14,130.930206449722,0,1,"Aqui va un concepto"
"122",2014-03-14,45.8784826177133,1,0,"Aqui va un concepto"
"123",2014-03-15,47.2529913344609,1,0,"Aqui va un concepto"
"124",2014-03-15,81.4323496316974,0,1,"Aqui va un concepto"
"125",2014-03-16,107.466606165504,0,1,"Aqui va un concepto"
"126",2014-03-16,126.898699589062,0,1,"Aqui va un concepto"
"127",2014-03-16,123.012425945442,0,1,"Aqui va un concepto"
"128",2014-03-17,153.526423081113,0,1,"Aqui va un concepto"
"129",2014-03-17,107.948046163107,0,1,"Aqui va un concepto"
"130",2014-03-17,136.320686417668,0,1,"Aqui va un concepto"
"131",2014-03-17,57.7146000303317,0,1,"Aqui va un concepto"
"132",2014-03-18,133.657527860163,0,1,"Aqui va un concepto"
"133",2014-03-18,139.076580734343,0,1,"Aqui va un concepto"
"134",2014-03-18,64.8420009482885,0,1,"Aqui va un concepto"
"135",2014-03-19,114.659631662706,0,1,"Aqui va un concepto"
"136",2014-03-20,74.4950966722099,0,1,"Aqui va un concepto"
"137",2014-03-20,180.145077245496,1,0,"Aqui va un concepto"
"138",2014-03-20,34.7787113835512,0,1,"Aqui va un concepto"
"139",2014-03-20,128.260663525486,0,1,"Aqui va un concepto"
"140",2014-03-20,16.0050995859048,0,1,"Aqui va un concepto"
"141",2014-03-21,204.749114241923,0,1,"Aqui va un concepto"
"142",2014-03-21,106.500019891434,0,1,"Aqui va un concepto"
"143",2014-03-22,156.279005142988,0,1,"Aqui va un concepto"
"144",2014-03-22,1.54061524736815,0,1,"Aqui va un concepto"
"145",2014-03-22,97.2494051928203,1,0,"Aqui va un concepto"
"146",2014-03-22,79.2278787554573,0,1,"Aqui va un concepto"
"147",2014-03-24,117.667019351617,0,1,"Aqui va un concepto"
"148",2014-03-25,18.8673544476841,0,1,"Aqui va un concepto"
"149",2014-03-25,192.399825923397,0,1,"Aqui va un concepto"
"150",2014-03-26,67.3194146220415,0,1,"Aqui va un concepto"
"151",2014-03-26,117.845693325296,0,1,"Aqui va un concepto"
"152",2014-03-27,40.578149246688,0,1,"Aqui va un concepto"
"153",2014-03-27,106.246231656699,0,1,"Aqui va un concepto"
"154",2014-03-27,139.530310796706,0,1,"Aqui va un concepto"
"155",2014-03-27,56.1723119790472,0,1,"Aqui va un concepto"
"156",2014-03-28,109.686079333294,0,1,"Aqui va un concepto"
"157",2014-03-29,105.695159557873,0,1,"Aqui va un concepto"
"158",2014-03-29,102.151468692191,0,1,"Aqui va un concepto"
"159",2014-03-29,49.7129979029089,0,1,"Aqui va un concepto"
"160",2014-03-30,116.611645587972,0,1,"Aqui va un concepto"
"161",2014-03-30,80.7108929848122,0,1,"Aqui va un concepto"
"162",2014-03-30,39.2762213207964,0,1,"Aqui va un concepto"
"163",2014-03-31,160.856970266921,1,0,"Aqui va un concepto"
"164",2014-04-01,123.976630859071,0,1,"Aqui va un concepto"
"165",2014-04-01,104.441029784029,0,1,"Aqui va un concepto"
"166",2014-04-02,101.125352403897,0,1,"Aqui va un concepto"
"167",2014-04-02,90.1706482056922,0,1,"Aqui va un concepto"
"168",2014-04-03,82.8137063118545,0,1,"Aqui va un concepto"
"169",2014-04-03,61.1740087092344,0,1,"Aqui va un concepto"
"170",2014-04-03,89.0892258995007,0,1,"Aqui va un concepto"
"171",2014-04-03,128.775566811475,0,1,"Aqui va un concepto"
"172",2014-04-05,217.251650736343,0,1,"Aqui va un concepto"
"173",2014-04-06,113.076635258086,0,1,"Aqui va un concepto"
"174",2014-04-06,54.8175016529079,0,1,"Aqui va un concepto"
"175",2014-04-07,109.170982043681,0,1,"Aqui va un concepto"
"176",2014-04-08,90.2658783140168,0,1,"Aqui va un concepto"
"177",2014-04-08,18.8497108688845,0,1,"Aqui va un concepto"
"178",2014-04-08,93.2651649172523,0,1,"Aqui va un concepto"
"179",2014-04-08,138.347792458865,0,1,"Aqui va un concepto"
"180",2014-04-09,68.5572088555623,0,1,"Aqui va un concepto"
"181",2014-04-09,97.7699075781237,0,1,"Aqui va un concepto"
"182",2014-04-09,75.8654373064034,0,1,"Aqui va un concepto"
"183",2014-04-10,48.3413790889191,0,1,"Aqui va un concepto"
"184",2014-04-10,102.87350361834,0,1,"Aqui va un concepto"
"185",2014-04-11,163.422706388287,0,1,"Aqui va un concepto"
"186",2014-04-11,5.97765543554607,0,1,"Aqui va un concepto"
"187",2014-04-11,63.034577938828,0,1,"Aqui va un concepto"
"188",2014-04-12,60.3916860588763,0,1,"Aqui va un concepto"
"189",2014-04-12,148.457368446779,0,1,"Aqui va un concepto"
"190",2014-04-12,85.0188695695475,0,1,"Aqui va un concepto"
"191",2014-04-12,58.8521368008914,1,0,"Aqui va un concepto"
"192",2014-04-13,82.5019352662966,1,0,"Aqui va un concepto"
"193",2014-04-14,61.3844682663163,0,1,"Aqui va un concepto"
"194",2014-04-14,138.053638932966,0,1,"Aqui va un concepto"
"195",2014-04-14,82.9020637783949,0,1,"Aqui va un concepto"
"196",2014-04-15,106.603329620207,0,1,"Aqui va un concepto"
"197",2014-04-15,114.543684426073,0,1,"Aqui va un concepto"
"198",2014-04-16,140.848983158342,0,1,"Aqui va un concepto"
"199",2014-04-17,95.1561156280472,0,1,"Aqui va un concepto"
"200",2014-04-18,126.943653346068,0,1,"Aqui va un concepto"
"201",2014-04-18,144.726462980579,0,1,"Aqui va un concepto"
"202",2014-04-18,137.430293558465,0,1,"Aqui va un concepto"
"203",2014-04-19,142.518538029938,0,1,"Aqui va un concepto"
"204",2014-04-19,33.5452117138711,0,1,"Aqui va un concepto"
"205",2014-04-20,54.5883968175923,0,1,"Aqui va un concepto"
"206",2014-04-20,91.1730925713349,0,1,"Aqui va un concepto"
"207",2014-04-20,205.58434078899,0,1,"Aqui va un concepto"
"208",2014-04-20,88.2135821496836,0,1,"Aqui va un concepto"
"209",2014-04-20,61.716617395496,0,1,"Aqui va un concepto"
"210",2014-04-22,74.3990302018919,0,1,"Aqui va un concepto"
"211",2014-04-22,122.695380515159,0,1,"Aqui va un concepto"
"212",2014-04-22,27.6375043791997,1,0,"Aqui va un concepto"
"213",2014-04-23,178.950482056607,0,1,"Aqui va un concepto"
"214",2014-04-24,78.81850602928,0,1,"Aqui va un concepto"
"215",2014-04-24,179.403066929759,0,1,"Aqui va un concepto"
"216",2014-04-25,89.804684523417,0,1,"Aqui va un concepto"
"217",2014-04-25,114.094749917024,0,1,"Aqui va un concepto"
"218",2014-04-25,9.57975230067188,0,1,"Aqui va un concepto"
"219",2014-04-25,39.584013640464,0,1,"Aqui va un concepto"
"220",2014-04-26,89.4238316805,0,1,"Aqui va un concepto"
"221",2014-04-27,125.960927048643,0,1,"Aqui va un concepto"
"222",2014-04-27,76.9117462195758,0,1,"Aqui va un concepto"
"223",2014-04-28,195.78746246811,0,1,"Aqui va un concepto"
"224",2014-04-28,136.636552826501,0,1,"Aqui va un concepto"
"225",2014-04-28,48.0274423665586,0,1,"Aqui va un concepto"
"226",2014-04-29,1.61372273885392,1,0,"Aqui va un concepto"
"227",2014-04-30,84.3991757940042,0,1,"Aqui va un concepto"
"228",2014-05-02,98.338005964404,0,1,"Aqui va un concepto"
"229",2014-05-03,105.448718762834,0,1,"Aqui va un concepto"
"230",2014-05-04,107.621855008129,0,1,"Aqui va un concepto"
"231",2014-05-04,116.696652400881,0,1,"Aqui va un concepto"
"232",2014-05-04,75.7387627035995,0,1,"Aqui va un concepto"
"233",2014-05-05,176.889107301547,0,1,"Aqui va un concepto"
"234",2014-05-05,101.663433924435,0,1,"Aqui va un concepto"
"235",2014-05-05,64.1396023946547,0,1,"Aqui va un concepto"
"236",2014-05-07,94.9376247959982,0,1,"Aqui va un concepto"
"237",2014-05-07,56.2168497491967,0,1,"Aqui va un concepto"
"238",2014-05-08,71.5186384758948,1,0,"Aqui va un concepto"
"239",2014-05-09,100.954467213563,0,1,"Aqui va un concepto"
"240",2014-05-09,100.083672084222,0,1,"Aqui va un concepto"
"241",2014-05-09,72.9017167125477,0,1,"Aqui va un concepto"
"242",2014-05-10,89.4538133453192,0,1,"Aqui va un concepto"
"243",2014-05-10,78.0654904312979,0,1,"Aqui va un concepto"
"244",2014-05-10,131.636765986998,0,1,"Aqui va un concepto"
"245",2014-05-12,86.1817652626237,0,1,"Aqui va un concepto"
"246",2014-05-12,35.2203700289833,0,1,"Aqui va un concepto"
"247",2014-05-12,78.4196634455838,0,1,"Aqui va un concepto"
"248",2014-05-12,146.445156776004,0,1,"Aqui va un concepto"
"249",2014-05-13,44.0951787085155,0,1,"Aqui va un concepto"
"250",2014-05-14,201.75766301566,0,1,"Aqui va un concepto"
"251",2014-05-14,77.1290556217445,0,1,"Aqui va un concepto"
"252",2014-05-15,130.85686943716,0,1,"Aqui va un concepto"
"253",2014-05-15,54.121103851534,0,1,"Aqui va un concepto"
"254",2014-05-15,92.5552196730943,0,1,"Aqui va un concepto"
"255",2014-05-16,50.9380622412234,0,1,"Aqui va un concepto"
"256",2014-05-16,105.16487416034,0,1,"Aqui va un concepto"
"257",2014-05-18,113.368614856773,0,1,"Aqui va un concepto"
"258",2014-05-18,154.245224016751,0,1,"Aqui va un concepto"
"259",2014-05-18,97.240482958377,0,1,"Aqui va un concepto"
"260",2014-05-19,75.7056284992318,0,1,"Aqui va un concepto"
"261",2014-05-19,56.7496013823923,0,1,"Aqui va un concepto"
"262",2014-05-19,151.818456109063,1,0,"Aqui va un concepto"
"263",2014-05-20,144.839734742576,0,1,"Aqui va un concepto"
"264",2014-05-20,117.052935439638,1,0,"Aqui va un concepto"
"265",2014-05-21,126.705648870859,0,1,"Aqui va un concepto"
"266",2014-05-21,29.9057351847438,0,1,"Aqui va un concepto"
"267",2014-05-21,105.38901527416,0,1,"Aqui va un concepto"
"268",2014-05-21,12.4569818227947,0,1,"Aqui va un concepto"
"269",2014-05-22,2.90837911580569,0,1,"Aqui va un concepto"
"270",2014-05-22,86.5611782113338,0,1,"Aqui va un concepto"
"271",2014-05-22,163.654037207064,0,1,"Aqui va un concepto"
"272",2014-05-22,141.534917281211,0,1,"Aqui va un concepto"
"273",2014-05-23,75.4257573816198,0,1,"Aqui va un concepto"
"274",2014-05-23,132.05153847264,1,0,"Aqui va un concepto"
"275",2014-05-24,41.5985397470589,1,0,"Aqui va un concepto"
"276",2014-05-24,95.0614202827705,0,1,"Aqui va un concepto"
"277",2014-05-24,18.9110300702999,0,1,"Aqui va un concepto"
"278",2014-05-24,236.396694283246,1,0,"Aqui va un concepto"
"279",2014-05-25,126.177439570196,0,1,"Aqui va un concepto"
"280",2014-05-25,40.6434723503711,1,0,"Aqui va un concepto"
"281",2014-05-25,90.6328020120093,0,1,"Aqui va un concepto"
"282",2014-05-26,79.8486959465887,0,1,"Aqui va un concepto"
"283",2014-05-27,124.351821078898,0,1,"Aqui va un concepto"
"284",2014-05-27,123.317537555127,0,1,"Aqui va un concepto"
"285",2014-05-28,196.123586967807,0,1,"Aqui va un concepto"
"286",2014-05-28,139.12566246078,0,1,"Aqui va un concepto"
"287",2014-05-28,143.121898683091,0,1,"Aqui va un concepto"
"288",2014-05-29,23.8812805895534,0,1,"Aqui va un concepto"
"289",2014-05-29,142.362957549555,0,1,"Aqui va un concepto"
"290",2014-05-30,152.110271586742,0,1,"Aqui va un concepto"
"291",2014-05-30,105.775704821489,0,1,"Aqui va un concepto"
"292",2014-05-30,46.1467820599154,1,0,"Aqui va un concepto"
"293",2014-05-30,167.691464755405,0,1,"Aqui va un concepto"
"294",2014-06-01,94.4110993088473,0,1,"Aqui va un concepto"
"295",2014-06-01,135.830773263382,0,1,"Aqui va un concepto"
"296",2014-06-01,140.179186247125,0,1,"Aqui va un concepto"
"297",2014-06-02,112.713508757527,1,0,"Aqui va un concepto"
"298",2014-06-02,125.942889952998,0,1,"Aqui va un concepto"
"299",2014-06-02,116.545187820412,0,1,"Aqui va un concepto"
"300",2014-06-02,119.600684157548,1,0,"Aqui va un concepto"
"301",2014-06-02,65.4905515165685,0,1,"Aqui va un concepto"
"302",2014-06-03,165.486728194607,0,1,"Aqui va un concepto"
"303",2014-06-03,94.8856712805188,0,1,"Aqui va un concepto"
"304",2014-06-04,88.1252048636417,0,1,"Aqui va un concepto"
"305",2014-06-05,3.7221203246294,0,1,"Aqui va un concepto"
"306",2014-06-05,267.169608326904,0,1,"Aqui va un concepto"
"307",2014-06-06,62.0485902718271,0,1,"Aqui va un concepto"
"308",2014-06-08,40.8753766623657,0,1,"Aqui va un concepto"
"309",2014-06-08,136.702075239066,0,1,"Aqui va un concepto"
"310",2014-06-09,15.9153962518831,0,1,"Aqui va un concepto"
"311",2014-06-09,97.0763380935284,0,1,"Aqui va un concepto"
"312",2014-06-09,174.301132296772,0,1,"Aqui va un concepto"
"313",2014-06-10,148.235092285953,0,1,"Aqui va un concepto"
"314",2014-06-11,90.2331745125688,1,0,"Aqui va un concepto"
"315",2014-06-11,115.87322260083,0,1,"Aqui va un concepto"
"316",2014-06-11,179.161817542238,0,1,"Aqui va un concepto"
"317",2014-06-12,26.4244499843078,0,1,"Aqui va un concepto"
"318",2014-06-12,91.5611233253557,0,1,"Aqui va un concepto"
"319",2014-06-15,93.1373209929276,0,1,"Aqui va un concepto"
"320",2014-06-15,165.377385470462,0,1,"Aqui va un concepto"
"321",2014-06-15,62.2641871034607,0,1,"Aqui va un concepto"
"322",2014-06-15,93.7765057402593,0,1,"Aqui va un concepto"
"323",2014-06-15,159.415787896312,0,1,"Aqui va un concepto"
"324",2014-06-16,122.387491020302,0,1,"Aqui va un concepto"
"325",2014-06-16,116.381120260851,0,1,"Aqui va un concepto"
"326",2014-06-17,144.192086095851,0,1,"Aqui va un concepto"
"327",2014-06-18,44.616722243446,0,1,"Aqui va un concepto"
"328",2014-06-18,119.857927609374,0,1,"Aqui va un concepto"
"329",2014-06-18,84.5203155385629,0,1,"Aqui va un concepto"
"330",2014-06-19,113.672075112373,1,0,"Aqui va un concepto"
"331",2014-06-19,71.4291709936375,0,1,"Aqui va un concepto"
"332",2014-06-19,76.5056453487544,0,1,"Aqui va un concepto"
"333",2014-06-20,106.792925406987,0,1,"Aqui va un concepto"
"334",2014-06-21,96.6750531050846,0,1,"Aqui va un concepto"
"335",2014-06-22,79.1144103459224,0,1,"Aqui va un concepto"
"336",2014-06-23,84.72444796973,0,1,"Aqui va un concepto"
"337",2014-06-23,14.9584277614248,0,1,"Aqui va un concepto"
"338",2014-06-24,2.02373037632331,0,1,"Aqui va un concepto"
"339",2014-06-24,146.992775549534,0,1,"Aqui va un concepto"
"340",2014-06-25,157.214397549195,0,1,"Aqui va un concepto"
"341",2014-06-25,110.751810720156,0,1,"Aqui va un concepto"
"342",2014-06-25,27.0475551080355,0,1,"Aqui va un concepto"
"343",2014-06-27,132.86328669435,0,1,"Aqui va un concepto"
"344",2014-06-27,56.4436688324152,0,1,"Aqui va un concepto"
"345",2014-06-28,3.51183241043806,0,1,"Aqui va un concepto"
"346",2014-06-29,59.5962471877657,0,1,"Aqui va un concepto"
"347",2014-06-29,145.254294101612,0,1,"Aqui va un concepto"
"348",2014-06-29,103.909559118802,0,1,"Aqui va un concepto"
"349",2014-06-30,67.3547963299219,0,1,"Aqui va un concepto"
"350",2014-07-02,34.0171004136305,1,0,"Aqui va un concepto"
"351",2014-07-04,93.906412794284,0,1,"Aqui va un concepto"
"352",2014-07-05,110.479813641848,0,1,"Aqui va un concepto"
"353",2014-07-06,123.054196339041,0,1,"Aqui va un concepto"
"354",2014-07-08,108.461426913268,0,1,"Aqui va un concepto"
"355",2014-07-08,11.025805783471,0,1,"Aqui va un concepto"
"356",2014-07-08,180.271292860438,0,1,"Aqui va un concepto"
"357",2014-07-09,131.855815534545,0,1,"Aqui va un concepto"
"358",2014-07-10,154.534361594158,0,1,"Aqui va un concepto"
"359",2014-07-10,172.989236836291,0,1,"Aqui va un concepto"
"360",2014-07-10,38.3303154787065,0,1,"Aqui va un concepto"
"361",2014-07-10,108.392242059632,0,1,"Aqui va un concepto"
"362",2014-07-12,91.5032793099976,0,1,"Aqui va un concepto"
"363",2014-07-12,178.793965465206,0,1,"Aqui va un concepto"
"364",2014-07-12,223.614253321931,0,1,"Aqui va un concepto"
"365",2014-07-12,150.77055001403,0,1,"Aqui va un concepto"
"366",2014-07-13,84.5367020689009,0,1,"Aqui va un concepto"
"367",2014-07-14,1.51984385412925,0,1,"Aqui va un concepto"
"368",2014-07-14,12.3626143802161,0,1,"Aqui va un concepto"
"369",2014-07-15,18.850030415325,0,1,"Aqui va un concepto"
"370",2014-07-17,114.016453686063,0,1,"Aqui va un concepto"
"371",2014-07-17,112.213372624751,0,1,"Aqui va un concepto"
"372",2014-07-18,88.3777143537528,0,1,"Aqui va un concepto"
"373",2014-07-19,99.7180237469108,0,1,"Aqui va un concepto"
"374",2014-07-20,125.002518251275,0,1,"Aqui va un concepto"
"375",2014-07-20,92.1114919737839,0,1,"Aqui va un concepto"
"376",2014-07-20,101.407769593963,1,0,"Aqui va un concepto"
"377",2014-07-20,58.9544162270143,0,1,"Aqui va un concepto"
"378",2014-07-21,242.677149731077,1,0,"Aqui va un concepto"
"379",2014-07-22,65.5227370242606,0,1,"Aqui va un concepto"
"380",2014-07-22,55.2794780662414,0,1,"Aqui va un concepto"
"381",2014-07-23,49.7871956314309,0,1,"Aqui va un concepto"
"382",2014-07-24,125.16846077171,0,1,"Aqui va un concepto"
"383",2014-07-25,162.44044957004,0,1,"Aqui va un concepto"
"384",2014-07-25,85.5177518486417,0,1,"Aqui va un concepto"
"385",2014-07-25,77.4057049965687,0,1,"Aqui va un concepto"
"386",2014-07-26,45.837107726934,0,1,"Aqui va un concepto"
"387",2014-07-27,114.31288176068,0,1,"Aqui va un concepto"
"388",2014-07-27,93.6529712924216,0,1,"Aqui va un concepto"
"389",2014-07-27,124.192734606906,0,1,"Aqui va un concepto"
"390",2014-07-28,139.844267317305,0,1,"Aqui va un concepto"
"391",2014-07-28,105.90015489854,0,1,"Aqui va un concepto"
"392",2014-07-29,93.0446540849618,0,1,"Aqui va un concepto"
"393",2014-07-30,78.1136581937664,0,1,"Aqui va un concepto"
"394",2014-07-31,122.867964842855,0,1,"Aqui va un concepto"
"395",2014-07-31,68.1217111788526,0,1,"Aqui va un concepto"
"396",2014-08-01,70.2085075625753,0,1,"Aqui va un concepto"
"397",2014-08-01,85.798403766659,0,1,"Aqui va un concepto"
"398",2014-08-01,147.253581698865,0,1,"Aqui va un concepto"
"399",2014-08-01,132.913538796545,0,1,"Aqui va un concepto"
"400",2014-08-02,96.2503969342577,0,1,"Aqui va un concepto"
"401",2014-08-02,106.342154069167,0,1,"Aqui va un concepto"
"402",2014-08-03,171.923982496349,0,1,"Aqui va un concepto"
"403",2014-08-03,79.7605813831467,0,1,"Aqui va un concepto"
"404",2014-08-03,105.565094724165,0,1,"Aqui va un concepto"
"405",2014-08-03,151.710269590601,0,1,"Aqui va un concepto"
"406",2014-08-03,114.483657611943,0,1,"Aqui va un concepto"
"407",2014-08-04,64.2064140372088,1,0,"Aqui va un concepto"
"408",2014-08-04,86.0985202971356,0,1,"Aqui va un concepto"
"409",2014-08-04,55.7384108768008,0,1,"Aqui va un concepto"
"410",2014-08-04,172.619541199747,0,1,"Aqui va un concepto"
"411",2014-08-04,82.8911956977279,1,0,"Aqui va un concepto"
"412",2014-08-05,70.9690388888402,0,1,"Aqui va un concepto"
"413",2014-08-05,224.657423676784,0,1,"Aqui va un concepto"
"414",2014-08-05,121.290467707554,0,1,"Aqui va un concepto"
"415",2014-08-06,127.343422601806,0,1,"Aqui va un concepto"
"416",2014-08-08,48.6313591677072,0,1,"Aqui va un concepto"
"417",2014-08-09,52.5903778783098,0,1,"Aqui va un concepto"
